SNP	Chromosome	GeneticDistance	Position	Pvalue	Qvalue	N	NullLogLike	AltLogLike	SNPWeight	SNPWeightSE	OddsRatio	WaldStat	heritability	NullGeneticVar	NullResidualVar	NullBias
COG2662	26	0.000000	977	1.4285203895639642E-01	8.0906200245304516E-01	1338	-8.8193353861016203E+02	-8.8379227889851904E+02	3.1198152021743138E-02	2.1279458519669611E-02	1.0602659878094740E+00	2.1494957692137233E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2663	26	0.000000	978	1.4285203895639642E-01	8.0906200245304516E-01	1338	-8.8193353861016203E+02	-8.8379227889851904E+02	3.1198152021743138E-02	2.1279458519669611E-02	1.0602659878094740E+00	2.1494957692137233E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2664	26	0.000000	979	1.4285203895639642E-01	8.0906200245304516E-01	1338	-8.8193353861016203E+02	-8.8379227889851904E+02	3.1198152021743138E-02	2.1279458519669611E-02	1.0602659878094740E+00	2.1494957692137233E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2665	26	0.000000	980	1.4285203895639642E-01	8.0906200245304516E-01	1338	-8.8193353861016203E+02	-8.8379227889851904E+02	3.1198152021743138E-02	2.1279458519669611E-02	1.0602659878094740E+00	2.1494957692137233E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2667	26	0.000000	982	1.4285203895639642E-01	8.0906200245304516E-01	1338	-8.8193353861016203E+02	-8.8379227889851904E+02	3.1198152021743138E-02	2.1279458519669611E-02	1.0602659878094740E+00	2.1494957692137233E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2668	26	0.000000	983	1.4285203895639642E-01	8.0906200245304516E-01	1338	-8.8193353861016203E+02	-8.8379227889851904E+02	3.1198152021743138E-02	2.1279458519669611E-02	1.0602659878094740E+00	2.1494957692137233E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2669	26	0.000000	984	1.4285203895639642E-01	8.0906200245304516E-01	1338	-8.8193353861016203E+02	-8.8379227889851904E+02	3.1198152021743138E-02	2.1279458519669611E-02	1.0602659878094740E+00	2.1494957692137233E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2670	26	0.000000	985	1.4285203895639642E-01	8.0906200245304516E-01	1338	-8.8193353861016203E+02	-8.8379227889851904E+02	3.1198152021743138E-02	2.1279458519669611E-02	1.0602659878094740E+00	2.1494957692137233E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2672	26	0.000000	987	1.4285203895639642E-01	8.0906200245304516E-01	1338	-8.8193353861016203E+02	-8.8379227889851904E+02	3.1198152021743138E-02	2.1279458519669611E-02	1.0602659878094740E+00	2.1494957692137233E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2673	26	0.000000	988	1.4285203895639642E-01	8.0906200245304516E-01	1338	-8.8193353861016203E+02	-8.8379227889851904E+02	3.1198152021743138E-02	2.1279458519669611E-02	1.0602659878094740E+00	2.1494957692137233E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2685	26	0.000000	1000	1.4683756484684651E-01	8.2542329042111207E-01	1338	-8.8193353861016203E+02	-8.8421336554694176E+02	-2.0678953601768500E-02	1.4245272821597460E-02	9.6178690145219448E-01	2.1072476357633385E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1993	26	0.000000	308	1.4706578689685945E-01	8.2542329042111207E-01	1338	-8.8193353861016203E+02	-8.8373853362915725E+02	3.3252893150526201E-02	2.2920127959893143E-02	1.0350830165454552E+00	2.1048676715323724E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1926	26	0.000000	241	1.4873651076138295E-01	8.3105691663086612E-01	1338	-8.8193353861016203E+02	-8.8281264420712250E+02	8.5395421622543780E-02	5.9103603453602625E-02	1.0910731684190742E+00	2.0875709963024871E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2364	26	0.000000	679	1.5176512018533095E-01	8.4284773846956884E-01	1338	-8.8193353861016203E+02	-8.8416631537793262E+02	2.1951866719476052E-02	1.5306596373337322E-02	1.0317334724723572E+00	2.0567696442806067E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2871	26	0.000000	1186	1.5219963174610995E-01	8.4284773846956884E-01	1338	-8.8193353861016203E+02	-8.8390598227146609E+02	2.8499974464903498E-02	1.9893566349981608E-02	1.0623215596339310E+00	2.0524077613742437E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2261	26	0.000000	576	1.5428164245266585E-01	8.4589868072121610E-01	1338	-8.8193353861016203E+02	-8.8371834095847623E+02	-3.5190238118120852E-02	2.4688360919833705E-02	9.5524598193049870E-01	2.0317014737394086E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2915	26	0.000000	1230	1.5526818767603312E-01	8.4589868072121610E-01	1338	-8.8193353861016203E+02	-8.8426730743307041E+02	2.0013866499291544E-02	1.4074739881898810E-02	1.0459667671189532E+00	2.0220004245613863E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1935	26	0.000000	250	1.5813571421315142E-01	8.4589868072121610E-01	1338	-8.8193353861016203E+02	-8.8254798549655106E+02	1.1422317481780071E-01	8.0885430717087370E-02	1.1240357532458161E+00	1.9941960393621885E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1936	26	0.000000	251	1.5813571421315142E-01	8.4589868072121610E-01	1338	-8.8193353861016203E+02	-8.8254798549655106E+02	1.1422317481780071E-01	8.0885430717087370E-02	1.1240357532458161E+00	1.9941960393621885E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2038	26	0.000000	353	1.5821494778423872E-01	8.4589868072121610E-01	1338	-8.8193353861016203E+02	-8.8403345920690867E+02	2.5466786716830517E-02	1.8037361531968964E-02	1.0285487600176102E+00	1.9934359306974412E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1966	26	0.000000	281	1.5875154900460786E-01	8.4589868072121610E-01	1338	-8.8193353861016203E+02	-8.8373136860453167E+02	3.4510138116955039E-02	2.4474046999129161E-02	1.0361392961756499E+00	1.9882995556528171E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1931	26	0.000000	246	1.5896327399776167E-01	8.4589868072121610E-01	1338	-8.8193353861016203E+02	-8.8378982894504134E+02	3.3168513888684151E-02	2.3534553261971052E-02	1.0345245190707413E+00	1.9862783512691389E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1932	26	0.000000	247	1.5896327399776167E-01	8.4589868072121610E-01	1338	-8.8193353861016203E+02	-8.8378982894504134E+02	3.3168513888684151E-02	2.3534553261971052E-02	1.0345245190707413E+00	1.9862783512691389E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2352	26	0.000000	667	1.6006267460009516E-01	8.4589868072121610E-01	1338	-8.8193353861016203E+02	-8.8398683428283550E+02	2.6848413884390743E-02	1.9100450427731001E-02	1.0386119238230875E+00	1.9758321615856433E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2353	26	0.000000	668	1.6006267460009516E-01	8.4589868072121610E-01	1338	-8.8193353861016203E+02	-8.8398683428283550E+02	2.6848413884390743E-02	1.9100450427731001E-02	1.0386119238230875E+00	1.9758321615856433E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2128	26	0.000000	443	1.6021836970321590E-01	8.4589868072121610E-01	1338	-8.8193353861016203E+02	-8.8379896429386463E+02	-3.2586885807568855E-02	2.3191548757130226E-02	9.6093699153360779E-01	1.9743594053120168E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1918	26	0.000000	233	1.6334466289688920E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8309038700519602E+02	-6.6224268455627150E-02	4.7483538206720584E-02	9.3471729712742146E-01	1.9451280369896702E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2433	26	0.000000	748	1.6442699908254421E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8397990318320899E+02	2.7639031528646191E-02	1.9868485164026738E-02	1.0436314921049019E+00	1.9351566638162867E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2109	26	0.000000	424	1.6521496123540091E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8329723403370792E+02	5.4032144204651279E-02	3.8913916972624557E-02	1.0663600070811659E+00	1.9279444165051958E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2100	26	0.000000	415	1.6595259457521905E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8334994262360453E+02	5.1338698935382857E-02	3.7038667733318986E-02	1.0628761021603548E+00	1.9212284216207351E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2683	26	0.000000	998	1.6617365853906740E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8405628580611312E+02	-2.5469950788183260E-02	1.8385077339110940E-02	9.5314393434582612E-01	1.9192223364830707E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2408	26	0.000000	723	1.6647780151458536E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8395949271849622E+02	2.8495109621299239E-02	2.0583518891759370E-02	1.0433774264006255E+00	1.9164673263032264E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2262	26	0.000000	577	1.6738938120623126E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8389312437749993E+02	3.0041407724087640E-02	2.1747196571896877E-02	1.0399937185217414E+00	1.9082444112120840E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2265	26	0.000000	580	1.6738938120623126E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8389312437749993E+02	3.0041407724087640E-02	2.1747196571896877E-02	1.0399937185217414E+00	1.9082444112120840E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1876	26	0.000000	191	1.6872472061143839E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8275765779946494E+02	-9.4125688972539798E-02	6.8352696503574464E-02	9.0889766471315248E-01	1.8962912105755754E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1990	26	0.000000	305	1.6910237580188370E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8373523912053531E+02	3.5158637356776198E-02	2.5554342963487006E-02	1.0370985973218019E+00	1.8929303360440579E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1783	26	0.000000	98	1.6937399103824080E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8375954461029824E+02	-3.4385204800250292E-02	2.5008126258544528E-02	9.6542488390133296E-01	1.8905184675523268E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2881	26	0.000000	1196	1.6970007206054516E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8421380929837142E+02	2.1966242139457720E-02	1.5988122502559866E-02	1.0482903119192342E+00	1.8876288173375895E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1706	26	0.000000	21	1.6991725791898593E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8345428348457017E+02	-4.6667565992747177E-02	3.3984271328277291E-02	9.3786702311048864E-01	1.8857077052313158E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2176	26	0.000000	491	1.7020861870777648E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8409547988318502E+02	2.4744692042377246E-02	1.8031893613034342E-02	1.0315771118323882E+00	1.8831349061939160E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2697	26	0.000000	1012	1.7046413360748147E-01	8.4620840826662114E-01	1338	-8.8193353861016203E+02	-8.8432823883635581E+02	-1.9489149100419670E-02	1.4210586775439701E-02	9.6345676926705059E-01	1.8808827976060571E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2279	26	0.000000	594	1.7257421595184430E-01	8.5328362331745233E-01	1338	-8.8193353861016203E+02	-8.8404016765435006E+02	2.6242936896869962E-02	1.9229689317161097E-02	1.0355148384151889E+00	1.8624316224885384E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1994	26	0.000000	309	1.7415295845404055E-01	8.5768611159578867E-01	1338	-8.8193353861016203E+02	-8.8374919673954378E+02	3.5028565743728021E-02	2.5761900782946795E-02	1.0370887765144170E+00	1.8487956222475086E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2134	26	0.000000	449	1.7909592142566333E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8385114594169079E+02	3.2270063581444415E-02	2.4006007252931835E-02	1.0405709404458421E+00	1.8070067557336025E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2324	26	0.000000	639	1.8253360432030841E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8332113932542666E+02	-5.5052446500676068E-02	4.1278369139922499E-02	9.2804587586463705E-01	1.7787224483572339E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1934	26	0.000000	249	1.8337120639647930E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8391379389511792E+02	3.0711914076710388E-02	2.3071949544669002E-02	1.0319598300635289E+00	1.7719243714367441E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1928	26	0.000000	243	1.8506778786780886E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8277575049322490E+02	9.5031623362027265E-02	7.1668125157902204E-02	1.1019929902811223E+00	1.7582645067060547E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1929	26	0.000000	244	1.8506778786780886E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8277575049322490E+02	9.5031623362027265E-02	7.1668125157902204E-02	1.1019929902811223E+00	1.7582645067060547E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1895	26	0.000000	210	1.8555335784758220E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8313374184398526E+02	6.7061813724248853E-02	5.0630619924276442E-02	1.0705445041773993E+00	1.7543817465693730E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2308	26	0.000000	623	1.8699011458590531E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8319102568173184E+02	-6.3201334029606940E-02	4.7872080624483337E-02	9.1842042344313557E-01	1.7429618608095803E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1998	26	0.000000	313	1.8848871014306656E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8308090287651146E+02	-7.2825800383398615E-02	5.5349897060371120E-02	9.2679397903066973E-01	1.7311587601736502E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2122	26	0.000000	437	1.8911114476278912E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8356537748422863E+02	4.3275932609925356E-02	3.2937432947137385E-02	1.0542703310009476E+00	1.7262884895846606E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1720	26	0.000000	35	1.8970672121500587E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8351249427261928E+02	-4.5788883064961566E-02	3.4897003872159563E-02	9.4409510671222019E-01	1.7216458355834816E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1815	26	0.000000	130	1.8988739987001657E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8327191749373105E+02	5.8905988382776463E-02	4.4912251784255730E-02	1.0615220449422837E+00	1.7202407640105615E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2739	26	0.000000	1054	1.9019023102314958E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8433641123834047E+02	2.0467962519346804E-02	1.5616260027263542E-02	1.0402556836992243E+00	1.7178892513563728E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2429	26	0.000000	744	1.9027992605316801E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8404428732132999E+02	2.6991208324673440E-02	2.0597413926591056E-02	1.0420106297328251E+00	1.7171935993882013E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2430	26	0.000000	745	1.9189817632843964E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8415661881042229E+02	-2.4060631606264780E-02	1.8428160944758829E-02	9.6398066570404162E-01	1.7047082155527273E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2020	26	0.000000	335	1.9374756433737861E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8410015526005009E+02	2.5788841856819247E-02	1.9834112975667215E-02	1.0281017836286039E+00	1.6905892871884249E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2917	26	0.000000	1232	1.9521726559709873E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8439429144678638E+02	1.9104097070696796E-02	1.4741408046221080E-02	1.0438321344102384E+00	1.6794810070139219E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2301	26	0.000000	616	1.9721454860489773E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8331032233075985E+02	-5.7348422338689656E-02	4.4450248901927426E-02	9.2581622867822633E-01	1.6645412244873428E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2303	26	0.000000	618	1.9721454860489773E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8331032233075985E+02	-5.7348422338689656E-02	4.4450248901927426E-02	9.2581622867822633E-01	1.6645412244873428E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2129	26	0.000000	444	1.9792355880278834E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8395976190226634E+02	-2.9934957716469115E-02	2.3239070572972989E-02	9.6392061047641164E-01	1.6592804200259350E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2360	26	0.000000	675	1.9896446792113831E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8352136837672083E+02	-4.6044850341366995E-02	3.5828533768940560E-02	9.3683516159866720E-01	1.6515969042023773E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2916	26	0.000000	1231	1.9929399044562712E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8406865584946684E+02	2.6561425506985106E-02	2.0683217204419718E-02	1.0614589044853413E+00	1.6491743554221685E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2919	26	0.000000	1234	1.9929399044562712E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8406865584946684E+02	2.6561425506985106E-02	2.0683217204419718E-02	1.0614589044853413E+00	1.6491743554221685E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1848	26	0.000000	163	2.0042558863227533E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8362836805425218E+02	4.1599401341437574E-02	3.2474855491950359E-02	1.0424791544162912E+00	1.6408909019273916E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2057	26	0.000000	372	2.0300127771796961E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8388396356076248E+02	-3.2311659412308229E-02	2.5368904457628377E-02	9.6466794156058455E-01	1.6222399753861505E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1710	26	0.000000	25	2.0374455991309193E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8315645577039390E+02	-6.6995252231698332E-02	5.2686719998564863E-02	9.1652288097697066E-01	1.6169095572979706E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG1747	26	0.000000	62	2.0380105069413668E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8375935969331272E+02	-3.7436715163593266E-02	2.9444837288796554E-02	9.5679307461698238E-01	1.6165053739302813E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2428	26	0.000000	743	2.0609444744006666E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8409840879082003E+02	2.6099339354736309E-02	2.0632003524110772E-02	1.0404866091370817E+00	1.6002072067577429E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2112	26	0.000000	427	2.0740589518670516E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8415552645450089E+02	-2.5190614101196631E-02	1.9971281868749306E-02	9.7007520964117400E-01	1.5909833234451356E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2113	26	0.000000	428	2.0740589518670516E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8415552645450089E+02	-2.5190614101196631E-02	1.9971281868749306E-02	9.7007520964117400E-01	1.5909833234451356E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2050	26	0.000000	365	2.0779195667835038E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8423672029288048E+02	2.2713523075980457E-02	1.8022739756271305E-02	1.0255250346725331E+00	1.5882811502578720E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2093	26	0.000000	408	2.0780166070895445E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8352784244716224E+02	4.6156288673517926E-02	3.6624901545889071E-02	1.0558393501703061E+00	1.5882133050666485E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2299	26	0.000000	614	2.0904327019950097E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8332418075335204E+02	-5.7216999992204566E-02	4.5525690607885298E-02	9.2597977843282819E-01	1.5795634684342434E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2300	26	0.000000	615	2.0904327019950097E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8332418075335204E+02	-5.7216999992204566E-02	4.5525690607885298E-02	9.2597977843282819E-01	1.5795634684342434E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2302	26	0.000000	617	2.0904327019950097E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8332418075335204E+02	-5.7216999992204566E-02	4.5525690607885298E-02	9.2597977843282819E-01	1.5795634684342434E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2719	26	0.000000	1034	2.0919833176914859E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8420717060082734E+02	2.3462265666308137E-02	1.8674516930718008E-02	1.0460560133591343E+00	1.5784874864910841E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2641	26	0.000000	956	2.0953974848606804E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8406318981477227E+02	2.7137460144017762E-02	2.1615949853158054E-02	1.0510731026925046E+00	1.5761217018326581E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2376	26	0.000000	691	2.1215997713415780E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8429583516836544E+02	2.1632354740444178E-02	1.7330212357539908E-02	1.0314722887538608E+00	1.5581161297656896E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2092	26	0.000000	407	2.1293433919355775E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8355473260834231E+02	4.5229856343027244E-02	3.6296195044755002E-02	1.0546884653214619E+00	1.5528453884846982E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2296	26	0.000000	611	2.1382220083553138E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8419128223557993E+02	2.4100012941526690E-02	1.9377420908783135E-02	1.0327430764396108E+00	1.5468300686897685E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2803	26	0.000000	1118	2.1535650636748394E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8451439201906749E+02	1.7367408097200845E-02	1.4010965188610353E-02	1.0356528368307760E+00	1.5365047625810453E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2244	26	0.000000	559	2.1677290627384571E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8397890611811079E+02	-3.0150114417815153E-02	2.4398452497574070E-02	9.6188954341048294E-01	1.5270503824946013E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
COG2245	26	0.000000	560	2.1677290627384571E-01	8.7505898909505653E-01	1338	-8.8193353861016203E+02	-8.8397890611811079E+02	-3.0150114417815153E-02	2.4398452497574070E-02	9.6188954341048294E-01	1.5270503824946013E+00	1.0922996919669498E-01	2.5821587754778042E-02	2.1057496114729141E-01	1.3692077727952168E+00
