SNP	Chromosome	GeneticDistance	Position	Pvalue	Qvalue	N	NullLogLike	AltLogLike	SNPWeight	SNPWeightSE	OddsRatio	WaldStat	heritability	NullGeneticVar	NullResidualVar	NullBias
COG2812	26	0.000000	1127	2.4768162883225930E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8491559474976862E+03	-5.3442637689768265E-02	4.6210489910232598E-02	8.9729180803400899E-01	1.3375025664903817E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1757	26	0.000000	72	2.5025305473716264E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8487241779059216E+03	-8.2559003404821404E-02	7.1775788374770777E-02	9.1184118645598766E-01	1.3230398970163846E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2912	26	0.000000	1227	2.5035105474932717E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8493300209978590E+03	-4.3727152485311740E-02	3.8023721288480541E-02	9.0765275309874671E-01	1.3224923181798105E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1990	26	0.000000	305	2.5567752347689543E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8488912681773479E+03	6.8039415527888669E-02	5.9833033026077197E-02	1.0730381033300835E+00	1.2931208424080443E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2076	26	0.000000	391	2.5611441691427561E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8488170144531273E+03	-7.3339540766804837E-02	6.4553222396944096E-02	9.1995025602160785E-01	1.2907452024005874E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1840	26	0.000000	155	2.5749263972310210E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8488044089849859E+03	7.5394455399759933E-02	6.6554599270713929E-02	1.0785657742642212E+00	1.2832836801398233E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2772	26	0.000000	1087	2.5777371492761525E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8493210526398623E+03	-4.4333225189790680E-02	3.9158370302349532E-02	9.1572025802927370E-01	1.2817680317110645E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2785	26	0.000000	1100	2.5777371492761525E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8493210526398623E+03	-4.4333225189790680E-02	3.9158370302349532E-02	9.1572025802927370E-01	1.2817680317110645E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1760	26	0.000000	75	2.5795300653186071E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8487306796127059E+03	-8.2270921990598531E-02	7.2695129565407163E-02	9.1220470711121182E-01	1.2808023002109403E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1913	26	0.000000	228	2.5797811706999030E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489399887681450E+03	6.5461950431271398E-02	5.7845664256274042E-02	1.0688852200712402E+00	1.2806671117366430E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1916	26	0.000000	231	2.5797811706999030E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489399887681450E+03	6.5461950431271398E-02	5.7845664256274042E-02	1.0688852200712402E+00	1.2806671117366430E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1802	26	0.000000	117	2.6111879924701320E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8482858032923809E+03	1.2691291237442964E-01	1.1288907105112579E-01	1.1377781220064691E+00	1.2638857638271923E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1917	26	0.000000	232	2.6152898418073756E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489594664602994E+03	6.4308019438212280E-02	5.7251243862534502E-02	1.0676712391591132E+00	1.2617125275760488E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2217	26	0.000000	532	2.6431605911793432E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489499006958038E+03	-6.4764074572638594E-02	5.7995054756547502E-02	9.2074584579710406E-01	1.2470572820953125E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2220	26	0.000000	535	2.6528574905128999E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489415393771649E+03	-6.5433707824994719E-02	5.8713794174558166E-02	9.1960948284448452E-01	1.2420033544339013E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2090	26	0.000000	405	2.6630554017139374E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8488057994168696E+03	7.5574202680083413E-02	6.7957767136224340E-02	1.0927290463705341E+00	1.2367130570813278E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2446	26	0.000000	761	2.6960765724451885E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8494988203802959E+03	-3.7358061645022887E-02	3.3825800072780063E-02	9.4251376318681301E-01	1.2197547373234692E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2701	26	0.000000	1016	2.7189795167710296E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8496745515846633E+03	-3.1524651418998413E-02	2.8680773728557863E-02	9.4129414197385874E-01	1.2081444404847910E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1749	26	0.000000	64	2.7344066921057431E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8487836685028578E+03	-7.6490939757982365E-02	6.9814932840207344E-02	9.1433169953143667E-01	1.2003926957433357E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2924	26	0.000000	1239	2.7425567032130360E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8493633170819844E+03	-4.2871587846159430E-02	3.9196379297925972E-02	9.0701376546817825E-01	1.1963196452664673E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2695	26	0.000000	1010	2.7433843182303563E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8494304562133655E+03	4.0062374251272154E-02	3.6634308672587192E-02	1.0791495193990077E+00	1.1959068862831834E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1711	26	0.000000	26	2.7474253201022958E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8480920212638985E+03	-1.5337337955026473E-01	1.4036768847921394E-01	8.1935825737653356E-01	1.1938937486186467E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2259	26	0.000000	574	2.7474253201022958E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8480920212638985E+03	-1.5337337955026473E-01	1.4036768847921394E-01	8.1935825737653356E-01	1.1938937486186467E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2112	26	0.000000	427	2.7555274061895774E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8492712482993322E+03	4.7016838633265529E-02	4.3102644109721165E-02	1.0583442473824594E+00	1.1898686533759097E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2113	26	0.000000	428	2.7555274061895774E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8492712482993322E+03	4.7016838633265529E-02	4.3102644109721165E-02	1.0583442473824594E+00	1.1898686533759097E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2001	26	0.000000	316	2.7743959856185030E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8493620565178189E+03	-4.3298699496930888E-02	3.9850360261581168E-02	9.5551008622462053E-01	1.1805522156996850E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2817	26	0.000000	1132	2.7925508143339162E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8492198696448147E+03	4.9544395207529325E-02	4.5771287810640125E-02	1.1056894385497817E+00	1.1716632251834034E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1837	26	0.000000	152	2.7990329202829412E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8487263046687783E+03	-8.3204869689790489E-02	7.6972052733451202E-02	9.1967703929915356E-01	1.1685070906760830E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2687	26	0.000000	1002	2.8045153969154746E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8491279216966336E+03	5.4734323995418221E-02	5.0691994091997560E-02	1.1091515664728506E+00	1.1658448701586639E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2407	26	0.000000	722	2.8054653049251899E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8491462807677869E+03	-5.3508194508227067E-02	4.9566210877830759E-02	9.2317704128437372E-01	1.1653842751369103E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2100	26	0.000000	415	2.8204210840333621E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8486133537787346E+03	9.1340988608265380E-02	8.4875381233107283E-02	1.1145960306208464E+00	1.1581583417127690E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1772	26	0.000000	87	2.8325144365978538E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8485727749239823E+03	-9.4741184605910411E-02	8.8256452153369525E-02	9.0535409174846082E-01	1.1523507560032387E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2246	26	0.000000	561	2.8431848168910678E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489771365565477E+03	-6.3498872439483309E-02	5.9283863451482871E-02	9.2142533666410731E-01	1.1472525467570425E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1985	26	0.000000	300	2.8627283851154306E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8490099871669443E+03	6.1262038565275963E-02	5.7428122199626355E-02	1.0654733794405953E+00	1.1379774521774657E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2606	26	0.000000	921	2.8666517753849163E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8495237952036227E+03	3.6938204382817495E-02	3.4654743723646388E-02	1.0683916687073696E+00	1.1361251580916369E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1869	26	0.000000	184	2.8874033434264690E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8492360110527097E+03	4.8890928863460484E-02	4.6066536446893687E-02	1.0506893246305968E+00	1.1263813612838971E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2551	26	0.000000	866	2.8906915970415981E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8490302639390884E+03	6.0058603074973654E-02	5.6627681051470070E-02	1.1067084523171016E+00	1.1248455603909151E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2393	26	0.000000	708	2.9157281516250955E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8493252479063572E+03	4.4822117199750010E-02	4.2481609116405125E-02	1.0682162557765174E+00	1.1132246557664718E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2395	26	0.000000	710	2.9157281516250955E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8493252479063572E+03	4.4822117199750010E-02	4.2481609116405125E-02	1.0682162557765174E+00	1.1132246557664718E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2225	26	0.000000	540	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2226	26	0.000000	541	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2227	26	0.000000	542	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2228	26	0.000000	543	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2229	26	0.000000	544	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2230	26	0.000000	545	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2231	26	0.000000	546	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2232	26	0.000000	547	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2233	26	0.000000	548	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2234	26	0.000000	549	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2235	26	0.000000	550	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2236	26	0.000000	551	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2237	26	0.000000	552	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2238	26	0.000000	553	2.9332178364676753E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489935914123371E+03	-6.2673077782862144E-02	5.9616176056640643E-02	9.2263820215576853E-01	1.1051820281543725E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1783	26	0.000000	98	2.9368989964411985E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8490030614253747E+03	-6.1782552391842230E-02	5.8813937537703732E-02	9.3873395829161910E-01	1.1034970596575684E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2261	26	0.000000	576	2.9458600418903513E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8489769298114984E+03	-6.3722548074231361E-02	6.0773459569068704E-02	9.2043389448777679E-01	1.0994066210603588E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2599	26	0.000000	914	2.9657392272242145E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8495070589651325E+03	3.7368347936982682E-02	3.5785999838761427E-02	1.0678399829994056E+00	1.0903890580804549E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1759	26	0.000000	74	2.9671749750372645E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8488482726738685E+03	-7.3921292087654314E-02	7.0812177222124517E-02	9.2075167631539645E-01	1.0897407809287820E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2517	26	0.000000	832	2.9672746657989746E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8492825881675024E+03	-4.6744485604646099E-02	4.4779346355373562E-02	9.2533529919416935E-01	1.0896957829355658E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2518	26	0.000000	833	2.9672746657989746E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8492825881675024E+03	-4.6744485604646099E-02	4.4779346355373562E-02	9.2533529919416935E-01	1.0896957829355658E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2520	26	0.000000	835	2.9672746657989746E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8492825881675024E+03	-4.6744485604646099E-02	4.4779346355373562E-02	9.2533529919416935E-01	1.0896957829355658E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2522	26	0.000000	837	2.9672746657989746E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8492825881675024E+03	-4.6744485604646099E-02	4.4779346355373562E-02	9.2533529919416935E-01	1.0896957829355658E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2523	26	0.000000	838	2.9672746657989746E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8492825881675024E+03	-4.6744485604646099E-02	4.4779346355373562E-02	9.2533529919416935E-01	1.0896957829355658E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2301	26	0.000000	616	2.9727647829517012E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8484311632281767E+03	-1.0977041582640464E-01	1.0527529303129944E-01	8.6282995774691307E-01	1.0872206709063010E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2303	26	0.000000	618	2.9727647829517012E-01	9.8512364881856906E-01	1338	-1.8476403647968627E+03	-1.8484311632281767E+03	-1.0977041582640464E-01	1.0527529303129944E-01	8.6282995774691307E-01	1.0872206709063010E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2253	26	0.000000	568	3.0209653256900382E-01	9.9080657090323621E-01	1338	-1.8476403647968627E+03	-1.8490116902924840E+03	-6.1569906480212634E-02	5.9640721060336632E-02	9.2360361071977537E-01	1.0657398789086252E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2733	26	0.000000	1048	3.0423664108447068E-01	9.9080657090323621E-01	1338	-1.8476403647968627E+03	-1.8492567105936516E+03	-4.9151726053152968E-02	4.7822928088095663E-02	9.0998416246674063E-01	1.0563436356284484E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2915	26	0.000000	1230	3.0448332906178144E-01	9.9080657090323621E-01	1338	-1.8476403647968627E+03	-1.8497040123665822E+03	3.0782173607067014E-02	2.9965277421030320E-02	1.0715670105397932E+00	1.0552660368712983E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1761	26	0.000000	76	3.0580286690142255E-01	9.9080657090323621E-01	1338	-1.8476403647968627E+03	-1.8488543845062795E+03	-7.3447321740411214E-02	7.1693598707207359E-02	9.2130183807725108E-01	1.0495210811490163E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2876	26	0.000000	1191	3.0598554225724339E-01	9.9080657090323621E-01	1338	-1.8476403647968627E+03	-1.8497025589379234E+03	-3.0920656021411239E-02	3.0193760668318456E-02	9.3614532989066324E-01	1.0487282872805579E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2345	26	0.000000	660	3.0604333914538062E-01	9.9080657090323621E-01	1338	-1.8476403647968627E+03	-1.8494096593937977E+03	4.1273235845959259E-02	4.0307786043773289E-02	1.0590879153371464E+00	1.0484775820007246E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2151	26	0.000000	466	3.0614809775099994E-01	9.9080657090323621E-01	1338	-1.8476403647968627E+03	-1.8494342328133846E+03	4.0721053818103738E-02	3.9777138159393585E-02	1.0516772416861879E+00	1.0480233275532764E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2152	26	0.000000	467	3.0614809775099994E-01	9.9080657090323621E-01	1338	-1.8476403647968627E+03	-1.8494342328133846E+03	4.0721053818103738E-02	3.9777138159393585E-02	1.0516772416861879E+00	1.0480233275532764E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2154	26	0.000000	469	3.0614809775099994E-01	9.9080657090323621E-01	1338	-1.8476403647968627E+03	-1.8494342328133846E+03	4.0721053818103738E-02	3.9777138159393585E-02	1.0516772416861879E+00	1.0480233275532764E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2549	26	0.000000	864	3.0950319989028963E-01	9.9205831273245293E-01	1338	-1.8476403647968627E+03	-1.8490826586014532E+03	5.7182492467624302E-02	5.6245900048543462E-02	1.1013479452705581E+00	1.0335807718470524E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2526	26	0.000000	841	3.1033102340895469E-01	9.9205831273245293E-01	1338	-1.8476403647968627E+03	-1.8493107556788732E+03	-4.5522625652216861E-02	4.4853718490204829E-02	9.2698240141573029E-01	1.0300485631170142E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2528	26	0.000000	843	3.1033102340895469E-01	9.9205831273245293E-01	1338	-1.8476403647968627E+03	-1.8493107556788732E+03	-4.5522625652216861E-02	4.4853718490204829E-02	9.2698240141573029E-01	1.0300485631170142E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2241	26	0.000000	556	3.1176798046677157E-01	9.9205831273245293E-01	1338	-1.8476403647968627E+03	-1.8490281363324307E+03	-6.0677501554878180E-02	5.9963792882108888E-02	9.2489460362974396E-01	1.0239463194462735E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2242	26	0.000000	557	3.1176798046677157E-01	9.9205831273245293E-01	1338	-1.8476403647968627E+03	-1.8490281363324307E+03	-6.0677501554878180E-02	5.9963792882108888E-02	9.2489460362974396E-01	1.0239463194462735E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2243	26	0.000000	558	3.1176798046677157E-01	9.9205831273245293E-01	1338	-1.8476403647968627E+03	-1.8490281363324307E+03	-6.0677501554878180E-02	5.9963792882108888E-02	9.2489460362974396E-01	1.0239463194462735E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG2460	26	0.000000	775	3.1210823321919867E-01	9.9205831273245293E-01	1338	-1.8476403647968627E+03	-1.8494398559737515E+03	4.0294529861525694E-02	3.9848593749361887E-02	1.0671710754899812E+00	1.0225067563157240E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1708	26	0.000000	23	3.1570772633041244E-01	9.9241508547092661E-01	1338	-1.8476403647968627E+03	-1.8483004025633174E+03	-1.2573290666372408E-01	1.2527011903275884E-01	8.4723783152481980E-01	1.0074022835906480E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1709	26	0.000000	24	3.1570772633041244E-01	9.9241508547092661E-01	1338	-1.8476403647968627E+03	-1.8483004025633174E+03	-1.2573290666372408E-01	1.2527011903275884E-01	8.4723783152481980E-01	1.0074022835906480E+00	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1790	26	0.000000	105	3.2062250965374139E-01	9.9241508547092661E-01	1338	-1.8476403647968627E+03	-1.8490481725526640E+03	-5.9215195602735839E-02	5.9599687347428057E-02	9.4133240564415577E-01	9.8713914324229135E-01	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
COG1791	26	0.000000	106	3.2062250965374139E-01	9.9241508547092661E-01	1338	-1.8476403647968627E+03	-1.8490481725526640E+03	-5.9215195602735839E-02	5.9599687347428057E-02	9.4133240564415577E-01	9.8713914324229135E-01	1.6733034423364715E-01	1.7720627682793380E-01	8.8181429496086661E-01	4.4971888606232847E-15
